HASH_KEY,AGE_GROUP,INCOME_CATEGORY,HOUSEHOLD_OCCUPANCY,CHILDREN_AT_HOME,HOUSEHOLD_SIZE,NUMBER_OF_BEDROOMS,OCCUPATION,EMPLOYMENT_STATUS,HIGHEST_QUALIFICATION,HOME_OWNERSHIP,HOME_TYPE,HOME_VALUE,SOCIAL_GRADE,TARIFF_GROUP,ESTIMATED_CONSUMPTION_ELEC_DAY,ESTIMATED_CONSUMPTION_ELEC_NIGHT,ESTIMATED_CONSUMPTION_TOTAL
f28a728168e6aa78daf248e6a924bbec0d9c3b1b89d4f7f11bf51be21fb6ba86,75+,"10,000-19,999",Single Adult Household,0,1,2,Retired,Not Employed,A Level Equivalent,Owner Occupied,Flat or Maisonette,100-150k,Social grade C1,Standard,1544,0,1544
050845d59bd2806ff4553013995d878f5397b311a01648651c5b4395c688cc50,75+,"20,000-29,999",Single Adult Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,2610,0,2610
b7e192f1b92bd7f24f4da691eefb579761681b67e7f2a7e1a12874b77bd5e1c3,75+,"20,000-29,999",Single Adult Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade A,EDF Essentials,4404,0,4404
70ff2ec3fce6764ef0f3e38fd40c883d9c0d6757851c680e48d4fdb123af4521,55-64,"30,000-39,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C2,EDF Essentials,2856,0,2856
52f7408998364665442b17e061ec511c4662ed29e684961f039e978c035f36fe,65-74,"0-9,999",Single Adult Household,0,1,2,Looking after home,Not Employed,Secondary Education or Less,Social Renting,Flat or Maisonette,250-500k,Unknown,Standard,2243,0,2243
8e769b241091fcf91c1182101673626392473360421b0ce02681f157a6ad4b4c,65-74,"40,000-49,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Deemed,4852,0,4852
e087d7d17d987c592fc47ebb9ae3b2bdf2afdc7380638c893f35ba7018af6ea8,35-44,"40,000-49,999",Couple Household,2+,3-4,3,Service Sector,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,2045,0,2045
23ebb3ff6ef147092cd840c32e4463a9dcfc4c538b7c985dc47ab57971718ccb,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,Standard,2326,0,2326
9493870fecf5dad89bec3a522f10df4750b49053eb6a794f41f78c57472237c9,55-64,"10,000-19,999",Single Adult Household,0,1,2,Looking after home,Not Employed,GCSE Equivalent,Owner Occupied,Terraced House,150-250k,Social grade D,Fix Total Service,1353,0,1353
1c2ed62b59080710c468b874c09552ffd6f09160520c08c1add99e6787cfa219,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,3193,0,3193
7672254442bf188de86f923c538bfed53d48178ca2c61f21bf1741cf47b50b38,65-74,"20,000-29,999",Single Adult Household,0,1,2,Retired,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,0-100k,Social grade C1,Deemed,2076,0,2076
a8c4a6968c01b0d5fef9f41edeebafe3f669ed070f3939d0e38dab38064eee9e,55-64,"50,000-74,999",Couple Household,1,3-4,4,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,2096,0,2096
77848ee8042a4f425374331030f02bb162e035ced5dabaeb48e1972fffa56c70,45-54,"100,000+",Single Adult Household,0,1,2,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,Safeguard Assist,2414,0,2414
e170f4df04b2c3292de6546e8e25157cfd2c9a02c5a4805d02b430edf71a1c35,55-64,"40,000-49,999",Couple Household,0,2,3,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Deemed,1852,0,1852
abc690e4c15b511424773f5d0a18b1ccc84bcda1e1802f87d40219fab943f700,55-64,"50,000-74,999",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,3485,0,3485
1b47b1ff3476d76c669092ff3227b63a8c03ee82682aaae5ea062654baea9448,65-74,"20,000-29,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,Standard,2920,0,2920
73cb8cb2041a84128514f65515b3f6dbcc4e8f32060df644b63086ec5dd83053,55-64,"20,000-29,999",Single Adult Household,0,1,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C2,Deemed,5578,0,5578
006d592397024fcb6b2aa8a74193be5f08e71a528cf13d8581591bbee01b926f,45-54,"50,000-74,999",Couple Household,1,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,Engage,6317,0,6317
04eca3826e9788b861cb06ea138ae9af5274f95405fc0db1c8972459b0dafbe5,55-64,"30,000-39,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C2,EDF Essentials,3088,0,3088
22263f6fd6d0241f1a4efa326bc9142c05b155ec0a7b6eb234e36c2fec4cf156,55-64,"40,000-49,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Easy Online,2601,0,2601
887a4ad4553b81442becfc6a1771d32f58fa6cc989aa3d9dd47e24184138c7be,35-44,"75,000-99,999",Couple Household,Unknown,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade C1,Standard,4240,0,4240
cdfbc0d6fcd84f75370f794d7b787c7336d8a4b577327d90e852957261062872,55-64,"40,000-49,999",Couple Household,0,2,4,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade B,Deemed,2131,0,2131
34a8fa8dc8a477721e2f376e93caf41f6cfe72b7550743d6ca86d7915e666ce7,18-24,"100,000+",Couple Household,1,3-4,5+,Looking after home,Not Employed,University Degree or Higher,Private Renting,Terraced House,500k+,Social grade B,EDF Essentials,2402,0,2402
a64129fd6139ff50b8312eadd7ddf530a8de1b517c67f0846a7be7364903751d,35-44,"40,000-49,999",Couple Household,2+,3-4,3,Service Sector,Employed,GCSE Equivalent,Private Renting,Detached House,150-250k,Social grade C1,Deemed,4189,0,4189
e46ef04a2278157536247eb14e2975b84160777436779c2400a5ee29ef916479,65-74,"20,000-29,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,2674,0,2674
1e400f0d6220fa01a145bc7d5213cff60636c1765143d3d8b9ceea057538db57,45-54,"50,000-74,999",Couple Household,0,2,4,Professional,Employed,GCSE Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,6884,0,6884
bdd304da11f656a1cea072fb50c8202ef09c9163f6f52648db4f1a3b34e85dbb,55-64,"40,000-49,999",Couple Household,0,2,3,Office Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Standard,4384,0,4384
e79709d377e20a0202ef8b7172fe094c2af1e569e9f2dab92ac6c0b7a51e61fb,55-64,"75,000-99,999",Single Adult Household,0,1,2,Retired,Not Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,250-500k,Social grade B,Deemed,2615,0,2615
8d606eeffaed80dba63c8b58b3c8c5268854bb561079c9c09ed798b4262b0c1c,25-34,"100,000+",Single Adult Household,1,2,1,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,500k+,Social grade C1,Standard,1001,0,1001
d309676c584ba3383200ce22464685371e32a78674c402ddae34ea245d63e1ac,75+,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Fix Total Service,2314,0,2314
76c99b8fde4034784f19f1328a41bd96e69da03acf096628bc1134491e96882a,55-64,"10,000-19,999",Single Adult Household,0,1,3,Looking after home,Not Employed,Secondary Education or Less,Social Renting,Terraced House,250-500k,Unknown,Standard,2004,0,2004
98eee5f43068d5fc7b94d369786648b0ed112fef8a9ea8efe853b42b1cf64237,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Standard,3540,0,3540
722185d4ba78bc1e8c05d8b98c2f113396c7c21ceb4b1c5c0221f9958d3db0f8,55-64,"75,000-99,999",Couple Household,0,2,4,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Detached House,500k+,Social grade C1,EDF Essentials,5610,0,5610
fcdd7c851bc135a412f020ef3ca0915a2cf8f234ab1e0655871bbb0feb8cbfd2,65-74,"30,000-39,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,2173,0,2173
af8bfa830144dbb4f47c66882bb51fc19279769e4274a3b804fe57b9caff631a,35-44,"40,000-49,999",Couple Household,0,2,2,Professional,Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade B,Standard,7237,0,7237
81ad824aae0b380874dbe04b1acbc4e88e9b83929aafea3433388a0af583fff0,65-74,"20,000-29,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,2225,0,2225
9631075d92ec7c26df22649e9bba8c856dca1817def46eb80bfcebb02b1fc863,45-54,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,5043,0,5043
1ef168fe106d8d8e7a01da29b1a1f2269deadb52bcf78aebaed3534c03c038b8,35-44,"100,000+",Couple Household,2+,3-4,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,EDF Essentials,2473,0,2473
034d4493bbb8bd1ae4b7496160610c6a2ab00100a79a7c5140c6cf87d0ee15e4,55-64,"100,000+",Couple Household,0,2,5+,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,EDF Essentials,9944,0,9944
876c4f98dd8fdc29567c3cc0de217b999da73388c4c1f3019cbcde749d94f420,55-64,"100,000+",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,11518,0,11518
eb82ccbcfa352ec917b00d885d0dc0f377dcb95779a290fd8db201922517cd44,55-64,"10,000-19,999",Single Adult Household,0,1,1,Looking after home,Not Employed,GCSE Equivalent,Private Renting,Flat or Maisonette,100-150k,Social grade D,Safeguard Assist,1981,0,1981
267e59707715c43da86ae9ca79eb4d52605b9401eafbd0d675f97bc85162f85b,45-54,"30,000-39,999",Single Adult Household,1,2,3,Skilled Manual Worker,Employed,GCSE Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C2,EDF Essentials,3669,0,3669
fcda4e35d3fc50f323885083d4483295a9b25154fd1e35d9272c001f07e4566f,25-34,"50,000-74,999",Couple Household,2+,3-4,3,Service Sector,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,3753,0,3753
97ec3977fb5cb32d6b8b2159e8c4bdb83491b6fbad3ae774f1ef366a20e578c2,25-34,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,EDF Essentials,3088,0,3088
945bcd86ef892b7f316917feaca07ab57c6ba3fe08a320278907aa7758a1a9ca,55-64,"10,000-19,999",Single Adult Household,0,1,3,Looking after home,Not Employed,GCSE Equivalent,Social Renting,Terraced House,150-250k,Social grade D,Standard,3380,0,3380
f41f14d17f98d380b4c02b3ade161e32431583db55dc901bdbbdabf60e125f12,65-74,"40,000-49,999",Couple Household,0,2,2,Director/Managerial,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade A,Standard,13278,0,13278
c3829c4c78f03ae494f61aef476be4976b615a4e018922c52e0dcaffc2090d21,55-64,"10,000-19,999",Multi-Occupancy Household,Unknown,3-4,3,Looking after home,Not Employed,GCSE Equivalent,Social Renting,Terraced House,250-500k,Unknown,Standard,2619,0,2619
f1403adec8c781cad2294ab993a08af5d176419dec91a14805b71f10dd50fa61,45-54,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,2994,0,2994
bcb34d7ac8274598635d87983e987870a14949908879fe64de5157210825b876,45-54,"50,000-74,999",Couple Household,1,3-4,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,2106,0,2106
f6a06e2f0b25f359aa638bc38a08d5cba9740454ef3d91359e9989835ab7d625,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,EDF Essentials,3001,0,3001
c0e01ead98e9bf94734bdb0d5766cb049316630a623e7b66f42916658f3d3fd5,55-64,"0-9,999",Single Adult Household,0,1,2,Looking after home,Not Employed,A Level Equivalent,Social Renting,Flat or Maisonette,0-100k,Social grade D,Standard,1518,0,1518
9969172f845915fc8813a7129a5e5b75182dd0a331aa44feac7b23eec958bfbc,25-34,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Standard,3106,0,3106
d6016bcf4c80962813b571ec1a71b08e6e51598ccd05e80a96ce81f48421c54d,25-34,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,4664,0,4664
951e5f5473add875d469fd25c96ddc77b2411eb08d8bcc310ed7bcdcc1784282,55-64,"20,000-29,999",Single Adult Household,0,2,2,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Flat or Maisonette,0-100k,Social grade C2,EDF Essentials,2528,0,2528
f41d1805d6eade4f493975513f3e120446c7d333f7d80e523bce2de76916bb2d,35-44,"40,000-49,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Standard,2026,0,2026
d0f74f07a96dc49a7749c5cd61c0933703e5106f4f8b631b82be028449f34b42,65-74,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade A,Fix Total Service,3035,0,3035
534f6e857277a273da94d667d24de3c9c64a92ba4229c40c7736916b4407466e,75+,"20,000-29,999",Single Adult Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,4177,0,4177
42ad3e7a5d95b5d3c833b92f2b63c094309a1b50717b9d3cea9c09ae9a9ebe1a,65-74,"40,000-49,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,1584,0,1584
8228177e5a35b3aee05a2da304b6535febcb593ad240244d851370972ccffa24,65-74,"30,000-39,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade A,Standard,2763,0,2763
d61f3464b9eb5eeac53182b88dfadc1a0a4d65e14ca410c214c9069e75cacefe,55-64,"10,000-19,999",Single Adult Household,0,1,1,Skilled Manual Worker,Employed,A Level Equivalent,Social Renting,Flat or Maisonette,0-100k,Social grade C2,Essentials Exclusive,2756,0,2756
473f4cf9e2f997e57415645f1dbfabc2f1a39554694b11cc30d4496c9289459e,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Deemed,1730,0,1730
283ccf677f39b6c0b93c07f7cbda4ede2b9d8b6e5e31807f400d6511305ec3a6,55-64,"10,000-19,999",Single Adult Household,0,1,1,Service Sector,Employed,GCSE Equivalent,Social Renting,Flat or Maisonette,150-250k,Unknown,Standard,1778,0,1778
3e1392360a8cf18a02d419f9940dc49d8b978106052c564ee6357fb24c161acf,25-34,"100,000+",Single Adult Household,0,1,1,Director/Managerial,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,500k+,Social grade C1,Deemed,1404,0,1404
321251e3c86153a3b986c01d8cb2b20a56da7284a6b36b02caf414673c8b321d,55-64,"50,000-74,999",Couple Household,1,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C2,Standard,2121,0,2121
1d019edda5fafd0f6c5e0a2857d5d2f96842bac41d23825cdddad2549da2b6ad,65-74,"30,000-39,999",Couple Household,2+,3-4,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,100-150k,Social grade C1,Standard,1362,0,1362
bfbd4f174a4806a4f7028ade8d25a07a16fa4e0081c705c40eae8ac4aee4977b,25-34,"20,000-29,999",Single Adult Household,0,1,2,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,100-150k,Social grade C1,EDF Essentials,1438,0,1438
8bd3e134640c2ae534dc09a95b9004cc0930ab000bec00c47301084a38b488de,65-74,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,1697,0,1697
9e8ef409b040487300bd5f27a3f6f8f37e4286d5d5b56f033796059b1e953817,65-74,"30,000-39,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Deemed,1124,0,1124
f60dba48cf44f787a3215d3c0f33eecdde790c1637ce018a68101a8e66601bbf,45-54,"50,000-74,999",Couple Household,1,3-4,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade B,EDF Essentials,4500,0,4500
6d0f4c092be20cebd84f2ef0328da4122506ef32cb5ea4b6619db8153b070af9,65-74,"20,000-29,999",Single Adult Household,0,1,2,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Terraced House,150-250k,Social grade C1,Standard,1377,0,1377
b03bad8ca8aaf53868e69b95fcf01737c5f2791c216fb67688ff578548a3ef32,55-64,"30,000-39,999",Couple Household,1,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,EDF Essentials,1203,0,1203
da1466626e42deead2ae3dca8c6b73abd123d3ddb0e3131b27f6b93f3885b90c,65-74,"30,000-39,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Standard,3013,0,3013
b77b80116b0937acc31781deb1a23959696cd0f52b94c61031da79d9aba4441f,75+,"75,000-99,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,2598,0,2598
45b63a423c773ebe48369d5dd3e002d24c2a066e1cb910db370f9eebced11f64,45-54,"100,000+",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Deemed,1320,0,1320
475580f2f1a302de806be18a729a7878bb0522b859e9915fa41d7f35cf314d93,65-74,"40,000-49,999",Couple Household,1,3-4,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,EDF Essentials,1751,0,1751
95e2dc0a041369e1632ead2a197757e06252ebef9c9dc31408d3702708056d67,45-54,"50,000-74,999",Couple Household,1,2,3,Office Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,1996,0,1996
a4a5159bbb55ff91c682f47ad19f655cb29b965d4ccf37a0012990ea60dffc4e,55-64,"40,000-49,999",Couple Household,0,2,4,Student,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade B,EDF Essentials,2127,0,2127
f4cc6fd6565f2103656f00aed98f6d89ef12edb1a5fb3fd72aa40d8047232a41,65-74,"10,000-19,999",Single Adult Household,0,2,3,Retired,Not Employed,GCSE Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C2,Standard,5010,0,5010
c073688b108591044c8451ec9e1099d99aeb3d037a48241d228642146f4a0a15,75+,"10,000-19,999",Single Adult Household,0,1,2,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Detached House,150-250k,Social grade C2,EDF Essentials,1685,0,1685
8fd074bc2217392e40e0c2a822b96b1d817fc30ae1f64edba9acfb9eba6839e2,25-34,"30,000-39,999",Couple Household,0,2,3,Office Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,100-150k,Social grade C2,Easy Online,1534,0,1534
2c0c7ab8762bd56c68cdd1e54e8883c3596f52c1e1bbaab90a77940910ca0b7c,35-44,"20,000-29,999",Couple Household,0,2,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,100-150k,Social grade C1,Standard,677,0,677
f47f181ead14755d27c332e834513c74a0e6a2ce9a461fefb1b277f16b7d6d29,55-64,"30,000-39,999",Single Adult Household,0,1,3,Looking after home,Not Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Deemed,2279,0,2279
3cbf25f08121a5a7c3bc2b0852ad89d899b4355aa5de3c2643dcffe252aa7539,55-64,"20,000-29,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Fix Total Service,3771,0,3771
